,time,coordinate,text
4708,2015-02-23 09:27:58 -0800,nan,@SouthwestAir yep. 99.99999999% certain it was on that flight.
4709,2015-02-23 09:24:06 -0800,nan,@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
4710,2015-02-23 09:23:18 -0800,nan,@SouthwestAir I would appreciate that.  Thank you.
4711,2015-02-23 09:20:40 -0800,nan,"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?"
4712,2015-02-23 09:08:32 -0800,nan,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail"
4713,2015-02-23 09:07:09 -0800,nan,@SouthwestAir Can my wife's RR points be transferred to my RR account?
4714,2015-02-23 09:04:10 -0800,nan,@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.
4715,2015-02-23 09:00:22 -0800,nan,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours."
4716,2015-02-23 08:59:24 -0800,"[33.64079948, -84.4358346]",@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2
4717,2015-02-23 08:55:28 -0800,nan,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
4718,2015-02-23 08:54:58 -0800,nan,@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.
4719,2015-02-23 08:49:59 -0800,nan,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!
4720,2015-02-23 08:49:41 -0800,nan,@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!
4721,2015-02-23 08:49:12 -0800,nan,@SouthwestAir I did. Still haven't heard a thing.
4722,2015-02-23 08:44:49 -0800,nan,@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!
4723,2015-02-23 08:42:38 -0800,nan,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!"
4724,2015-02-23 08:40:04 -0800,nan,@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....
4725,2015-02-23 08:34:13 -0800,nan,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?
4726,2015-02-23 08:31:27 -0800,nan,@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?
4727,2015-02-23 08:23:32 -0800,nan,@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040
4728,2015-02-23 08:22:55 -0800,nan,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
4729,2015-02-23 08:18:33 -0800,"[32.85744983, -97.03548311]",@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1
4730,2015-02-23 08:18:09 -0800,nan,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio
4731,2015-02-23 08:17:54 -0800,nan,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)
4732,2015-02-23 08:13:44 -0800,nan,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk"
4733,2015-02-23 08:07:47 -0800,nan,@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek
4734,2015-02-23 08:07:20 -0800,nan,@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek
4735,2015-02-23 08:03:38 -0800,nan,@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek
4736,2015-02-23 08:03:09 -0800,nan,@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek
4737,2015-02-23 08:02:43 -0800,nan,@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek
4738,2015-02-23 08:01:51 -0800,nan,"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|"
4739,2015-02-23 07:55:28 -0800,nan,"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2"
4740,2015-02-23 07:53:38 -0800,nan,@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon
4741,2015-02-23 07:51:18 -0800,nan,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!
4742,2015-02-23 07:45:27 -0800,nan,@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?
4743,2015-02-23 07:40:55 -0800,nan,@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying
4744,2015-02-23 07:35:06 -0800,nan,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.
4745,2015-02-23 07:32:53 -0800,nan,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?
4746,2015-02-23 07:26:41 -0800,nan,"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday"
4747,2015-02-23 07:25:42 -0800,nan,@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight
4748,2015-02-23 07:17:21 -0800,nan,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.
4749,2015-02-23 07:13:16 -0800,nan,@SouthwestAir didn't realize no clothes until at hotel - suggestions?
4750,2015-02-23 07:05:21 -0800,nan,@SouthwestAir may want to direct that to the people at @FurryFiesta tok
4751,2015-02-23 07:04:49 -0800,nan,@SouthwestAir bag in possession but no clothes in bag??
4752,2015-02-23 07:04:25 -0800,nan,"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB"
4753,2015-02-23 07:03:04 -0800,nan,"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back"
4754,2015-02-23 07:00:49 -0800,nan,@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?
4755,2015-02-23 06:52:33 -0800,nan,@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢
4756,2015-02-23 06:52:13 -0800,nan,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward
4757,2015-02-23 06:39:44 -0800,nan,@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime
4758,2015-02-23 06:34:56 -0800,nan,@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?
4759,2015-02-23 06:30:18 -0800,nan,@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable
4760,2015-02-23 06:26:18 -0800,nan,"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out."
4761,2015-02-23 06:25:39 -0800,nan,@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.
4762,2015-02-23 06:24:22 -0800,nan,"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S"
4763,2015-02-23 06:21:45 -0800,nan,@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.
4764,2015-02-23 06:14:05 -0800,nan,@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.
4765,2015-02-23 05:53:11 -0800,nan,"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own."
4766,2015-02-23 05:52:45 -0800,nan,"@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?"
4767,2015-02-23 05:46:18 -0800,nan,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
4768,2015-02-23 05:43:39 -0800,nan,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
4769,2015-02-23 05:28:03 -0800,nan,"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand"
4770,2015-02-23 05:10:32 -0800,nan,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.
4771,2015-02-23 05:03:55 -0800,nan,@SouthwestAir arrangements to reimburse me for the rental I had to get?
4772,2015-02-23 04:55:52 -0800,nan,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue
4773,2015-02-23 04:51:57 -0800,nan,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy
4774,2015-02-23 04:46:58 -0800,nan,@SouthwestAir   Thanks
4775,2015-02-23 04:34:50 -0800,nan,"@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help."
4776,2015-02-23 04:21:19 -0800,nan,@SouthwestAir have sent you a DM with the details. Thanks!
4777,2015-02-23 04:14:04 -0800,nan,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.
4778,2015-02-23 03:15:57 -0800,nan,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?"
4779,2015-02-23 02:59:33 -0800,nan,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
4780,2015-02-23 02:56:53 -0800,nan,@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy
4781,2015-02-23 01:48:26 -0800,nan,"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!"
4782,2015-02-23 01:31:34 -0800,nan,@SouthwestAir   Are flights going into Dallas this morning?   Thanks
4783,2015-02-23 00:41:55 -0800,nan,@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet
4784,2015-02-23 00:02:38 -0800,nan,@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1
4785,2015-02-22 23:55:26 -0800,nan,"@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw"
4786,2015-02-22 23:53:22 -0800,nan,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
4787,2015-02-22 23:16:57 -0800,"[34.00646846, -118.48131246]",@SouthwestAir yes I was everything worked out great
4788,2015-02-22 22:56:41 -0800,nan,@SouthwestAir show me some love and a companion flight~please and thank you!
4789,2015-02-22 22:40:42 -0800,nan,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail"
4790,2015-02-22 21:46:57 -0800,nan,@SouthwestAir loved it!
4791,2015-02-22 21:42:42 -0800,nan,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson
4792,2015-02-22 21:39:41 -0800,nan,"@SouthwestAir I am in, let's do this!"
4793,2015-02-22 21:34:21 -0800,nan,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.)
4794,2015-02-22 21:30:54 -0800,nan,@SouthwestAir you're my early frontrunner for best airline! #oscars2016
4795,2015-02-22 21:21:03 -0800,nan,"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy"
4796,2015-02-22 21:20:30 -0800,nan,@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx
4797,2015-02-22 21:14:45 -0800,nan,"@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?"
4798,2015-02-22 21:10:47 -0800,nan,"@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night."
4799,2015-02-22 20:47:46 -0800,nan,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking
4800,2015-02-22 20:31:09 -0800,nan,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.
4801,2015-02-22 20:27:54 -0800,nan,@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪
4802,2015-02-22 20:25:57 -0800,nan,@SouthwestAir nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass.
4803,2015-02-22 20:25:32 -0800,nan,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.
4804,2015-02-22 20:22:55 -0800,nan,.@SouthwestAir Thx for the follow up. Just sent DM
4805,2015-02-22 20:21:11 -0800,nan,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted
4806,2015-02-22 20:10:53 -0800,"[40.76352814, -111.89191896]",@SouthwestAir TY for your consideration!
4807,2015-02-22 20:03:18 -0800,nan,@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.
4808,2015-02-22 19:59:47 -0800,nan,@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.
4809,2015-02-22 19:52:26 -0800,nan,"@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!"
4810,2015-02-22 19:45:32 -0800,nan,"@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight"
4811,2015-02-22 19:45:01 -0800,nan,@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest
4812,2015-02-22 19:42:23 -0800,nan,"@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040"
4813,2015-02-22 19:39:24 -0800,nan,@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.
4814,2015-02-22 19:35:20 -0800,nan,@SouthwestAir thanks! Very excited to see it :D
4815,2015-02-22 19:34:27 -0800,nan,".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service"
4816,2015-02-22 19:32:25 -0800,nan,@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕
4817,2015-02-22 19:31:18 -0800,nan,"@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow"
4818,2015-02-22 19:28:25 -0800,nan,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
4819,2015-02-22 19:22:55 -0800,nan,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?
4820,2015-02-22 19:22:42 -0800,nan,@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?
4821,2015-02-22 19:21:42 -0800,nan,@SouthwestAir may I have my Companion pass please.
4822,2015-02-22 19:19:32 -0800,nan,"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done"
4823,2015-02-22 19:18:01 -0800,nan,"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back"
4824,2015-02-22 19:17:12 -0800,"[0.0, 0.0]",@SouthwestAir All good... beers and #oscars2015 ar #DIA
4825,2015-02-22 19:16:20 -0800,nan,"@SouthwestAir yes, please #companionpass"
4826,2015-02-22 19:10:12 -0800,"[41.79410567, -87.74243312]",@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.
4827,2015-02-22 19:04:50 -0800,nan,@SouthwestAir luv my companion pass!
4828,2015-02-22 18:59:33 -0800,nan,@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.
4829,2015-02-22 18:55:58 -0800,nan,@SouthwestAir it's ok I was supposed to be in California 5hrs ago
4830,2015-02-22 18:54:36 -0800,nan,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?"
4831,2015-02-22 18:52:07 -0800,nan,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.
4832,2015-02-22 18:50:42 -0800,nan,@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy
4833,2015-02-22 18:44:47 -0800,nan,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country."
4834,2015-02-22 18:44:20 -0800,nan,@SouthwestAir thank you!!
4835,2015-02-22 18:42:36 -0800,nan,@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.
4836,2015-02-22 18:40:39 -0800,nan,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.
4837,2015-02-22 18:39:11 -0800,nan,@SouthwestAir how do I get a companion pass
4838,2015-02-22 18:37:48 -0800,nan,@SouthwestAir especially if it's your mom! #IChangedYourDiaper
4839,2015-02-22 18:34:55 -0800,nan,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment
4840,2015-02-22 18:31:31 -0800,nan,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?"
4841,2015-02-22 18:30:40 -0800,nan,@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??
4842,2015-02-22 18:28:44 -0800,nan,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.
4843,2015-02-22 18:27:38 -0800,nan,@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.
4844,2015-02-22 18:26:13 -0800,nan,@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣
4845,2015-02-22 18:24:17 -0800,nan,@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?
4846,2015-02-22 18:22:52 -0800,nan,@SouthwestAir why does the customer service have rather inconsistent information
4847,2015-02-22 18:22:44 -0800,nan,@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.
4848,2015-02-22 18:22:42 -0800,nan,@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.
4849,2015-02-22 18:21:05 -0800,nan,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!
4850,2015-02-22 18:20:43 -0800,nan,"@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan."
4851,2015-02-22 18:18:45 -0800,nan,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.
4852,2015-02-22 18:17:28 -0800,nan,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!
4853,2015-02-22 18:17:05 -0800,nan,@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again
4854,2015-02-22 18:13:22 -0800,nan,@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q
4855,2015-02-22 18:12:33 -0800,nan,"@SouthwestAir no you are not, you just care about mighty dollar."
4856,2015-02-22 18:07:15 -0800,nan,@SouthwestAir I have a child traveling cross country...she's 11 will be turning 12 in march...and (cont) http://t.co/Enh1keUUTd
4857,2015-02-22 18:03:07 -0800,nan,@SouthwestAir  how do you get one?
4858,2015-02-22 18:02:07 -0800,nan,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!
4859,2015-02-22 17:53:33 -0800,nan,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI"
4860,2015-02-22 17:52:45 -0800,nan,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome
4861,2015-02-22 17:51:24 -0800,nan,"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united."
4862,2015-02-22 17:50:38 -0800,nan,@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out
4863,2015-02-22 17:47:59 -0800,nan,@SouthwestAir yes please
4864,2015-02-22 17:47:42 -0800,nan,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!
4865,2015-02-22 17:47:28 -0800,nan,@SouthwestAir flying by myself is getting old
4866,2015-02-22 17:41:54 -0800,nan,@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN
4867,2015-02-22 17:38:03 -0800,nan,@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!
4868,2015-02-22 17:36:26 -0800,nan,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?"
4869,2015-02-22 17:36:25 -0800,nan,@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire
4870,2015-02-22 17:36:16 -0800,nan,@SouthwestAir yes please.my son lives in NJ.
4871,2015-02-22 17:35:41 -0800,nan,@SouthwestAir companion pass please!
4872,2015-02-22 17:34:27 -0800,nan,@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK
4873,2015-02-22 17:33:53 -0800,nan,"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!"
4874,2015-02-22 17:32:52 -0800,nan,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available
4875,2015-02-22 17:31:56 -0800,nan,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys
4876,2015-02-22 17:31:42 -0800,nan,@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.
4877,2015-02-22 17:30:46 -0800,nan,".@SouthwestAir Well, we all need something to aim for."
4878,2015-02-22 17:29:42 -0800,nan,@SouthwestAir YES please....How do we get that companion pass?
4879,2015-02-22 17:28:26 -0800,nan,@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.
4880,2015-02-22 17:27:36 -0800,nan,@SouthwestAir gimme
4881,2015-02-22 17:26:38 -0800,nan,@SouthwestAir flights still going to DAL?
4882,2015-02-22 17:23:47 -0800,nan,@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit
4883,2015-02-22 17:23:40 -0800,nan,@SouthwestAir is service to Aruba being permanently discontinued in August?
4884,2015-02-22 17:23:33 -0800,nan,@SouthwestAir yes please!
4885,2015-02-22 17:23:18 -0800,nan,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg
4886,2015-02-22 17:22:51 -0800,nan,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.
4887,2015-02-22 17:22:34 -0800,nan,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!
4888,2015-02-22 17:20:57 -0800,nan,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬
4889,2015-02-22 17:20:13 -0800,nan,@SouthwestAir I want one!
4890,2015-02-22 17:19:51 -0800,nan,@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1
4891,2015-02-22 17:19:23 -0800,"[33.51750182, -101.90914558]",“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”
4892,2015-02-22 17:19:19 -0800,nan,@SouthwestAir sign me up!
4893,2015-02-22 17:18:43 -0800,nan,@SouthwestAir I would love a +1 #RedCarpet  treatment
4894,2015-02-22 17:18:34 -0800,nan,@SouthwestAir how do I get my companion pass?
4895,2015-02-22 17:17:47 -0800,nan,@SouthwestAir Tell me the secrets to flying high #RedCarpet
4896,2015-02-22 17:17:28 -0800,nan,@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!
4897,2015-02-22 17:17:26 -0800,nan,@SouthwestAir How about auto check in for CP holders? Come on.
4898,2015-02-22 17:17:10 -0800,nan,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!
4899,2015-02-22 17:17:08 -0800,nan,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais
4900,2015-02-22 17:16:52 -0800,nan,@SouthwestAir where is mines?
4901,2015-02-22 17:16:29 -0800,"[29.65283375, -95.275749]",@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!
4902,2015-02-22 17:16:16 -0800,nan,@SouthwestAir ...and how does one obtain this companion pass?
4903,2015-02-22 17:15:18 -0800,nan,"@SouthwestAir Yes, please."
4904,2015-02-22 17:15:01 -0800,nan,@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O
4905,2015-02-22 17:14:37 -0800,nan,@SouthwestAir sign me up!
4906,2015-02-22 17:14:15 -0800,nan,@SouthwestAir just got mine..now where to go??
4907,2015-02-22 17:14:05 -0800,nan,@SouthwestAir wifi is the worst $8 investment I have ever made.
4908,2015-02-22 17:08:19 -0800,nan,@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?
4909,2015-02-22 16:51:48 -0800,nan,@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting
4910,2015-02-22 16:51:08 -0800,"[40.91509493, -81.4367726]",@SouthwestAir I have followed you. Awaiting your DM.
4911,2015-02-22 16:41:42 -0800,nan,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets"
4912,2015-02-22 16:38:00 -0800,nan,@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.
4913,2015-02-22 16:30:56 -0800,nan,@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous
4914,2015-02-22 16:18:54 -0800,nan,"@SouthwestAir should get their shit together before they owe my $2,000 for my bag."
4915,2015-02-22 16:14:28 -0800,nan,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.
4916,2015-02-22 16:09:48 -0800,"[32.73284288, -117.19634507]",@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.
4917,2015-02-22 16:07:45 -0800,nan,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!
4918,2015-02-22 16:07:07 -0800,nan,@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!
4919,2015-02-22 16:05:46 -0800,nan,@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.
4920,2015-02-22 16:01:38 -0800,"[40.91497406, -81.43686526]","@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??"
4921,2015-02-22 15:56:09 -0800,nan,@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo
4922,2015-02-22 15:47:33 -0800,nan,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group
4923,2015-02-22 15:46:45 -0800,nan,@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :)
